FID,Name_Common,DBH_inches,CommonName,DBHLastUpd,Mapid_,TreeHeight,CrownWidth,WoodCondit,FoliageCon,HazardTree,Removal,OverRoador,Against_Ov,PruningNee,Structura2,LightningP,Lightning2,AirSpadeNe,AirSpadeDo,NextRootCo,FertilizeN,FertilizeD,SpecialSta,Pests,DateofPlan,SizeatPlan,SourceofTr,FundingBy_,Wilt_Pruf (deprecated),TrunkWrap,DateRemove,DBHatRemov,ReasonForR,Photo1,Photo2,Photo3,Notes,POINT_X,POINT_Y
805,Pin Oak,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645859.5759,1452096.68
806,Pin Oak,7,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645856.2437,1452065.816
807,Pin Oak,15,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645879.267,1452090.988
808,Pin Oak,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645891.4013,1452079.755
809,Pin Oak,16,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645909.8019,1452075.766
810,Pin Oak,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645967.3546,1452042.151
811,Pin Oak,15,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645975.6433,1452027.395
812,American Beech,5,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646038.0304,1452009.868
813,Crabapple,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646051.1841,1452070.316
814,Crabapple,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646070.0243,1452061.783
815,Crabapple,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646085.1615,1452052.91
816,Red Maple,9,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646107.2279,1451988.017
817,Red Maple,10,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646119.5082,1452010.721
818,Red Maple,10,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646131.1645,1452033.061
819,Red Maple,6,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646141.5639,1452053.961
820,Red Maple,11,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646153.783,1452079.401
821,Pin Oak,15,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646123.5468,1452177.731
822,White Pine,8,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646130.6567,1452211.158
823,White Pine,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646125.1118,1452221.759
824,White Pine,8,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646132.3042,1452235.466
825,White Pine,9,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646122.4227,1452241.793
826,Austrian Pine,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646111.9848,1452279.984
827,Austrian Pine,9,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646110.977,1452288.665
828,Austrian Pine,7,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646109.9664,1452297.087
829,Austrian Pine,13,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646119.0887,1452280.489
830,Austrian Pine,16,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646102.668,1452297.187
831,Austrian Pine,13,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646091.3144,1452300.809
832,Red Maple,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646152.7816,1452298.281
833,Red Maple,9,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646192.8321,1452299.498
834,Red Maple,6,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646210.1282,1452315.068
835,White Oak,19,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646167.3932,1452454.509
836,Red Maple,6,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646134.4065,1452482.873
837,Red Maple,11,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646112.735,1452503.186
838,White Oak,25,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646078.427,1452543.784
839,White Oak,54,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646021.1025,1452550.605
840,White Oak,21,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646069.9398,1452483.189
841,Norway Maple,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645706.0897,1452689.876
842,Norway Maple,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645733.4435,1452665.106
843,Austrian Pine,6,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645762.5114,1452673.427
844,Sugar Maple,24,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645764.015,1452662.143
845,Austrian Pine,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645778.1294,1452665.772
846,Austrian Pine,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645791.6355,1452651.85
847,Austrian Pine,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645799.074,1452643.211
848,Austrian Pine,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645795.2345,1452629.983
849,Austrian Pine,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645807.5838,1452621.715
850,Austrian Pine,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645813.7769,1452610.378
851,Austrian Pine,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645784.1855,1452774.117
852,Austrian Pine,16,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645778.7175,1452783.362
853,Austrian Pine,13,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645775.5946,1452792.494
854,Austrian Pine,11,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645774.1902,1452803.507
855,Austrian Pine,13,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645773.4397,1452814.491
856,Austrian Pine,15,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645774.4459,1452826.685
857,Austrian Pine,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645782.3876,1452809.984
858,Austrian Pine,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645789.2987,1452822.555
859,Austrian Pine,13,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645798.5916,1452819.377
860,Bradford Pear,16,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645786.9134,1452798.959
861,Bradford Pear,19,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645792.502,1452784.237
862,Bradford Pear,13,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645794.9034,1452808.759
863,Austrian Pine,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646018.9095,1452814.762
864,Austrian Pine,9,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645970.4734,1452813.543
865,Austrian Pine,16,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645947.4441,1452815.777
866,Austrian Pine,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645935.2646,1452817.522
867,Austrian Pine,13,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645953.3728,1452805.652
868,Austrian Pine,15,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645905.5283,1452815.372
869,Austrian Pine,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645915.7585,1452811.16
870,Austrian Pine,11,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645932.8586,1452804.148
871,Austrian Pine,9,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645922.2605,1452803.639
872,Austrian Pine,10,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645902.8262,1452805.419
873,Austrian Pine,11,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645898.8248,1452797.142
874,Austrian Pine,11,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645925.6086,1452791.662
875,Bradford Pear,23,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645879.0951,1452785.406
876,Austrian Pine,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645904.9851,1452784.729
877,Austrian Pine,13,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645916.0887,1452784.759
878,Bradford Pear,15,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645890.4755,1452776.142
879,Bradford Pear,16,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645877.6387,1452770.35
880,Austrian Pine,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645910.4852,1452773.429
881,Austrian Pine,10,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645902.5485,1452766.966
882,Austrian Pine,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645891.8458,1452761.444
883,Austrian Pine,11,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645878.5063,1452753.559
884,Silver Maple,37,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645878.2156,1452719.1
885,Pin Oak,19,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645890.1351,1452699.513
886,Pin Oak,22,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645887.0686,1452676.764
887,Pin Oak,19,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645914.2593,1452657.059
888,Pin Oak,19,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645935.9996,1452635.308
889,Pin Oak,19,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645957.9357,1452643.34
890,Pin Oak,16,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645984.4528,1452638.609
891,Pin Oak,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646006.9594,1452649.16
892,White Oak,42,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646137.5819,1452567.173
893,Red Oak,16,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646148.9081,1452554.262
894,Red Oak,12,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646147.3679,1452540.545
895,Red Oak,20,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646143.4249,1452539.797
896,Red Oak,17,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646146.792,1452536.848
897,White Oak,33,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646175.8244,1452532.1
898,White Oak,26,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646194.2806,1452519.737
899,White Oak,24,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646187.2599,1452473.315
900,White Oak,29,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646210.5962,1452476.831
901,White Oak,26,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646234.8185,1452490.542
902,White Oak,32,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646249.4224,1452491.528
903,Crabapple,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646213.8102,1452576.991
904,Pin Oak,25,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646238.1549,1452579.995
905,Pin Oak,23,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646260.7235,1452546.308
906,European Beech,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646290.9226,1452497.334
907,White Oak,23,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646213.6063,1452439.494
908,White Oak,25,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646243.6222,1452450.211
909,White Oak,21,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646251.994,1452455.086
910,White Oak,33,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646276.43,1452443.603
911,European Beech,14,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646293.2167,1452424.466
912,Blue Spruce,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646257.4559,1452375.213
913,Hawthorn,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646312.9697,1452376.683
914,Red Maple,5,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646314.7621,1452360.266
915,Red Maple,3,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646319.6535,1452333.971
916,Hawthorn,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646344.6779,1452361.492
917,Hawthorn,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646351.0364,1452362.734
918,Hawthorn,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646350.4759,1452357.457
919,Red Maple,5,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646347.8714,1452327.321
920,Hawthorn,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646351.5704,1452351.676
921,Crabapple,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646363.164,1452332.113
922,Crabapple,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646378.2372,1452335.167
923,Crabapple,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646393.3563,1452337.857
924,Crabapple,0,,2012-03-12,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646408.4342,1452339.998
925,Red Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646005.1421,1451695.894
926,Red Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645994.981,1451673.298
927,Red Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645990.672,1451630.605
928,Serviceberry,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645989.7001,1451607.623
929,European Beech,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645996.7351,1451556.584
930,Red Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645965.9742,1451591.703
931,Red Oak,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646022.2191,1451535.501
932,Austrian Pine,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646007.9148,1451525.548
933,Balsam Fir,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646044.1593,1451502.094
934,Balsam Fir,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646043.2142,1451491.414
935,Austrian Pine,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646149.3802,1451458.584
936,Austrian Pine,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646239.1271,1451457.413
937,Austrian Pine,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646244.0844,1451469.2
938,Austrian Pine,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646252.4787,1451470.656
939,Austrian Pine,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646251.319,1451477.196
940,Austrian Pine,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646254.5195,1451484.651
941,Red Oak,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646319.6485,1451525.589
942,Austrian Pine,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646315.7017,1451531.784
943,Austrian Pine,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646321.6762,1451537.021
944,Austrian Pine,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646319.5001,1451543.919
945,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646296.6753,1451573.704
946,Green Ash,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646438.4783,1451628.952
947,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646368.0978,1451492.453
948,Norway Maple,9,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646370.3738,1451477.384
949,Douglas Fir,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646367.0904,1451473.336
950,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646375.9402,1451462.975
951,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646374.0106,1451452.352
952,Douglas Fir,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646359.4757,1451452.095
953,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646347.3811,1451599.134
954,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646366.5104,1451590.192
955,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646387.0778,1451584.603
956,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646348.3224,1451548.437
957,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646361.9874,1451544.37
958,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646375.3081,1451526.742
959,Norway Maple,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646369.0395,1451516.111
960,Boxelder,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646353.5541,1451429.357
961,Boxelder,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646342.9359,1451402.234
962,Black Locust,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646329.2429,1451385.998
963,Balsam Fir,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646322.9144,1451376.606
964,Balsam Fir,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646306.8397,1451358.971
965,Black Locust,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646318.325,1451356.73
966,Norway Spruce,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646301.3607,1451330.983
967,Black Locust,0,,2013-03-13,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646305.8365,1451324.737
